State,DocumentType,Title,SourceUrl,Content,
MI,Emissions,Vehicle Emissions Testing,https://www.michigan.gov/sos/vehicle/registration,"Michigan does not require emissions testing for most vehicles. An emissions testing program that was in place in the Detroit area ended in 1995.

While there are no routine emissions checks, some vehicles do require safety inspections in specific situations. These include:
*   Vehicles with a salvage title.
*   Vehicles being transferred from out of state.
*   Limousines, taxicabs, and transportation network company vehicles that are five years or older.

Additionally, law enforcement officers may conduct a vehicle inspection during a traffic stop if they believe a vehicle has defective equipment. These inspections can cover brakes, lights, tires, steering, exhaust, and other components.",
MN,Emissions,Vehicle Emissions Testing,https://www.pca.state.mn.us/air/vehicle-emissions-testing,"Minnesota does not currently have a statewide mandate for vehicle emissions inspections for non-commercial vehicles. The state's previous emissions testing program, the Minnesota Vehicle Inspection Program (MVIP), ended in 1999. This was after the Twin Cities metropolitan area met federal air quality standards, and the state's air quality status was reclassified.

However, there are some exceptions:

*   **Out-of-state vehicles:** Vehicles being registered in Minnesota from out of state may need to meet federal emissions standards before registration is complete.
*   **Clean Cars Minnesota:** Starting January 1, 2024, Minnesota adopted California's motor vehicle emissions standards. This rule applies to new passenger cars, light-duty trucks, and medium-duty vehicles sold in the state. Manufacturers must meet greenhouse gas emissions standards and Zero Emission Vehicle (ZEV) sales requirements.

While regular emissions tests are not required for most drivers, the Minnesota Pollution Control Agency (MPCA) continues to monitor air pollution and encourages residents to take steps to reduce vehicle emissions.",
MS,Emissions,Vehicle Emissions Testing,https://www.ms.gov/dfa/environmental-protection-agency/,"Mississippi does not have any vehicle emissions testing or smog check requirements. While the state previously required annual safety inspections, this is no longer the case.

However, there are a few exceptions and related points to consider:

*   **Window Tint:** If your vehicle has tinted windows, it must pass a safety inspection.
*   **Vehicle Dealers:** Licensed car dealers are required to inspect every new and used vehicle they sell.
*   **Salvage Vehicles:** Rebuilt salvage vehicles must undergo an inspection by the Mississippi Department of Public Safety.
*   **Voluntary Inspections:** Even though not required, vehicle owners can still get a voluntary emissions test.

While there are no mandated emissions tests, it's still recommended to maintain your vehicle's emissions control systems to protect the environment. Some insurance companies may also offer discounts for eco-friendly vehicles.",
MO,Emissions,Vehicle Safety and Emissions Inspections,https://dor.mo.gov/motor-vehicle/vehicle-inspections.html,"In Missouri, most vehicles are required to undergo a safety inspection every two years. However, vehicles within their first five model years are exempt. Residents of St. Louis City, St. Louis County, St. Charles County, and Franklin County are also required to have their vehicles undergo a biennial emissions inspection.

**Safety Inspection:**
The safety inspection includes checking headlights, turn signals, the horn, brake system, steering mechanism, all window glass, and windshield wipers.

**Emissions Inspection:**
The emissions inspection is conducted by reading the vehicle's On-Board Diagnostic (OBD) system. If the vehicle's emissions are within the legal limits, it will pass the test.

**Exemptions from Emissions Inspections:**
The following vehicles are exempt from the emissions inspection requirement:
*   New motor vehicles for the first four years following their model year of manufacture, with fewer than 40,000 miles at the first required biennial inspection.
*   1995 and older gasoline-powered vehicles.
*   1996 and older diesel-powered vehicles.
*   Vehicles with a manufacturer's gross vehicle weight rating (GVWR) over 8,500 pounds.
*   Vehicles driven fewer than 12,000 miles between biennial safety inspections.
*   Vehicles powered by fuels other than gasoline, ethanol, or diesel.
*   Vehicles with historic plates, school buses, shuttle buses, motorcycles, motortricycles, or street rods.

**After the Inspection:**
If your vehicle passes the inspection, you will receive a certificate of inspection and approval, which is required for registering or renewing your vehicle's registration. The certificate is valid for 60 days. If your vehicle fails, you will receive a report explaining why. You must have the vehicle repaired by a Missouri Recognized Repair Technician and re-tested."
MT,Emissions,Vehicle Emissions Testing,https://www.49dollarmontanaregisteredagent.com/vehicle-registration/montana-vehicle-registration,"The state of Montana does not have any vehicle emissions test requirements. This is because the state does not have any areas that the federal government classifies as non-attainment for meeting the Clean Air Act's air quality regulations.

While there are no mandatory emissions tests,Montana law does require that any air pollution control devices originally installed on a vehicle by the manufacturer must be in place and in operating condition. It is illegal to intentionally remove,alter,or otherwise render these devices inoperative.

Even though emissions testing is not required,Montana vehicle owners can still voluntarily have their vehicles tested. There are also incentives for eco-friendly driving, and you can contact a local DMV office to learn more about them.",
NE,Emissions,Vehicle Emissions Testing,https://www.dmv.nebraska.gov/,"Nebraska does not have a statewide vehicle emissions testing requirement. However, there are some exceptions and other vehicle inspection requirements to be aware of.

### **Vehicle Inspections**

While most Nebraska-registered vehicles do not require a smog check, they must undergo a vehicle inspection in certain situations. This inspection primarily focuses on verifying the Vehicle Identification Number (VIN) and the odometer reading.

Inspections are generally required for:
*   Vehicles brought into Nebraska from another state.
*   Assembled vehicles.
*   Vehicles with a salvage title being converted to a regular title.
*   When applying for an assigned ID number.

The inspection fee is typically $10.00.

### **Emissions Testing in Specific Counties**

Emissions testing is mandatory in Douglas and Sarpy counties, which include the Omaha and Bellevue areas. However, new vehicles, motorcycles, and diesel-powered vehicles are exempt from this requirement.

### **Diesel Vehicles**

There is a statewide regulation concerning visible emissions from diesel-powered vehicles. A diesel vehicle cannot discharge smoke of a certain density for ten consecutive seconds or longer.

### **Safety Inspections for Transportation Network Companies**

Vehicles used for transportation network companies (like Uber or Lyft) are required to undergo an initial safety inspection and subsequent annual inspections. These inspections cover a range of safety components including brakes, lights, steering, tires, and exhaust systems.",
NV,Emissions,Vehicle Emissions Testing,https://www.dmv.nv.gov/,"In Nevada, vehicle emissions tests are required annually for most vehicles registered in the urban areas of Clark and Washoe counties.

### Vehicles Requiring an Emissions Test:
*   Passenger cars, trucks, RVs, and motor homes.
*   Gasoline-powered vehicles, regardless of weight or size.
*   Diesel-powered vehicles with a manufacturer's gross vehicle weight rating up to 14,000 pounds.
*   Vehicles from the 1968 model year or newer.
*   A new vehicle at its fourth registration is when its first test is required. Hybrid vehicles are exempt for the first five model years.

### Exemptions from Emissions Testing:
Several types of vehicles are exempt from emissions testing requirements:
*   New vehicles for their first three registrations.
*   Hybrid-electric vehicles for the first five model years.
*   Vehicles from 1967 or older.
*   Motorcycles and mopeds.
*   Vehicles based in remote areas of Clark and Washoe counties, and all other Nevada counties.
*   Diesel-powered vehicles with a manufacturer's gross vehicle weight over 14,000 lbs.
*   Vehicles that run strictly on propane, compressed natural gas, or electricity.
*   Vehicles registered as Classic Rod, Classic Vehicle, or Old Timer that are driven 5,000 miles or less per year.
*   Vehicles registered as a Replica Vehicle.

### Types of Emissions Tests:
Nevada uses two primary types of emissions tests:
*   **On-Board Diagnostics (OBDII) Test:** This test is for most gasoline-powered vehicles from the 1996 model year and newer. An analyzer is connected to the vehicle's OBD computer to check if the emission control systems are working correctly.
*   **Two-Speed Idle Test:** This test is for gasoline-powered vehicles older than 1996 and for heavy-duty gasoline-powered vehicles from 1968 and later. The test measures emissions at both idle and at approximately 2,500 RPM.
*   **Diesel Vehicles:** Light-duty diesel vehicles are tested on a dynamometer and undergo an opacity test.

### Additional Information:
*   Emissions tests are valid for 90 days. If you purchase a vehicle from a Nevada dealer, the test is valid for 180 days.
*   If you are new to Nevada, you must register your vehicle within 30 days, and out-of-state smog tests are not accepted.
*   If your vehicle fails the emissions test, it must be repaired and pass a second test to be eligible for registration. Waivers may be available if the vehicle still fails after repairs.
*   You can find a list of licensed emissions testing stations on the Nevada DMV website.",
NH,Emissions,Vehicle Safety and Emissions Inspections,https://www.nh.gov/safety/divisions/dmv/vehicle-services/inspections-emissions/,"In New Hampshire, all registered vehicles are required to undergo an annual safety inspection. For many vehicles, this inspection also includes an emissions test.

### On-Board Diagnostics (OBD) Testing
Since 2005, New Hampshire has implemented a statewide On-Board Diagnostics (OBD) test as part of the annual safety inspection. This test is for gasoline-fueled and diesel passenger vehicles that are 20 years old or newer and have a gross vehicle weight rating of 8500 lbs or less. The OBD system monitors the vehicle's emission control systems and helps to ensure the vehicle is running efficiently and with minimal harmful exhaust.

If the OBD system detects a problem, it will illuminate the Check Engine or Service Engine Soon light on your dashboard. If this light is on your vehicle will not pass the inspection.

### The Inspection Process
All vehicles registered in New Hampshire must be inspected within 10 days of registration. After the initial inspection,vehicles must be re-inspected annually,no later than 10 days after the end of the owner's birth month.

The inspection includes a check of various safety-related items,such as:
* Brakes
* Steering and suspension
* Lights and reflectors
* Tires and wheels
* Exhaust system

The emissions test itself is conducted by connecting a specialized machine to your vehicle's OBD port. This machine communicates with your vehicle's computer to check the status of the emission control systems.

### Exemptions
The only vehicles exempt from safety and emissions inspections are those owned by the federal government. Electric vehicles are exempt from the emissions inspection but must still undergo a safety inspection.

### Failing an Inspection
If your vehicle fails the OBD inspection you will be given a 60-day period to have the necessary repairs made and the vehicle re-tested. You may be eligible for an Economic Hardship Waiver if you cannot afford the emissions-related repairs.",
NJ,Emissions,Vehicle Emissions Testing,https://www.state.nj.us/mvc/inspection/about.htm,"In New Jersey, most vehicles are required to undergo an emissions inspection every two years. New vehicles are exempt for five years. You can check the inspection sticker on your windshield to determine when your vehicle is due for inspection, and you may complete the inspection up to two months before the expiration date.

### **What is checked during an inspection?**

The inspection includes a check of the following:

*   **Emissions:** An Onboard Diagnostics (OBD) test is performed on vehicles manufactured in 1996 and later to check for issues that could cause excessive emissions. Older vehicles may require a tailpipe emissions test.
*   **Safety:** The inspection also includes a safety check of your vehicle's brakes, steering, suspension, tires, lights, signals, windshield, windows, horn, and mirrors.

### **Exemptions**

Some vehicles are exempt from emissions inspections, including:

*   Gasoline-powered passenger vehicles model year 1995 and older with a GVWR of 8,500 pounds or less.
*   Gasoline-powered passenger vehicles model year 2007 and older with a GVWR between 8,501 and 14,000 pounds.
*   Gasoline-powered passenger vehicles model year 2013 and older with a GVWR of 14,001 pounds or more.
*   Historic and collector vehicles.
*   100% electric vehicles.
*   Motorcycles and motorized bicycles.

### **Failing an Inspection**

If your vehicle fails the emissions test, you will need to have the necessary repairs made before it can be retested. You will receive an emissions repair form detailing the required repairs.",
NM,Emissions,Vehicle Emissions Testing,https://www.mvd.newmexico.gov/vehicles-and-vessels/vehicle-registration-and-renewal/emissions-testing/,"In New Mexico, vehicle emissions testing is only required for vehicles registered or commuting in Bernalillo County. Generally, the state does not mandate periodic safety inspections for vehicles.

Here's a breakdown of the emissions testing requirements in Bernalillo County:

*   **Frequency:** Emissions tests are required every two years for most vehicles. An emissions test is also required when the vehicle's ownership changes.
*   **Vehicles Subject to Testing:** All vehicles from the 1991 model year and newer, with a gross vehicle weight up to 10,000 lbs, must undergo an emissions test. This includes gas-electric hybrid vehicles.
*   **Exemptions:**
    *   Brand new vehicles are exempt from emissions testing for the first four years after their initial registration.
    *   Dedicated electric vehicles and diesel-powered vehicles are exempt from emissions testing.
    *   Vehicles older than 35 years are also exempt.
*   **Testing Procedures:** The emissions test includes a check of the pollution control equipment (like the catalytic converter), a gas cap pressure test for vapor leaks, and an analysis of the exhaust pipe's emissions. For vehicles from 1996 and newer, an onboard diagnostic test is also performed.
*   **New Residents:** If you are moving to New Mexico from another state, you will need to have a vehicle identification number (VIN) inspection.

The state of New Mexico is also implementing new regulations, known as the Advanced Clean Cars II and Advanced Clean Trucks rules, to increase the availability of low and zero-emission vehicles.",
NY,Emissions,Vehicle Safety and Emissions Inspections,https://dmv.ny.gov/inspection,"In New York State, most vehicles are required to undergo an annual safety and emissions inspection. These inspections are also required when ownership of a vehicle is transferred.

### **Emissions Inspection Types**

New York has two main types of emissions inspections:

*   **On-Board Diagnostics (OBDII) Inspection:** This is the most common type of emissions test and is required for most gasoline-powered vehicles from model year 1996 or newer and diesel-powered vehicles from model year 1997 or newer, with a gross vehicle weight rating (GVWR) of 8,501 pounds or less. This test checks the vehicle's onboard computer system for any malfunctions that could increase emissions.

*   **Low Enhanced Inspection:** This inspection is for vehicles that are not subject to the OBDII test and are not otherwise exempt. It applies to vehicles from model year 1996 and older, up to 25 model years old, and with a weight of 18,000 lbs. or less. This inspection includes a visual check of a vehicle's emissions control devices and a check of the gas cap.

### **Exemptions from Emissions Inspections**

Some vehicles are exempt from emissions inspections, including:
*   Motorcycles
*   Vehicles less than two model years old
*   Vehicles more than 25 model years old
*   Electric vehicles
*   Vehicles with historical plates
*   Diesel-powered vehicles that are model year 1996 or older and have a GVWR over 8,500 pounds

### **Safety Inspection**

In addition to the emissions inspection, all vehicles must undergo a safety inspection. This inspection covers a wide range of safety components, including:
*   Brakes
*   Tires
*   Lights
*   Seat belts
*   Steering and suspension
*   Windshield and wipers
*   Horn
*   Mirrors

### **Inspection Process and Cost**

Inspections must be performed at a DMV-licensed inspection station. The cost of the inspection varies depending on the vehicle and location, but generally ranges from $11 to $37. If your vehicle fails either the safety or emissions inspection, you must have it repaired and re-inspected.",
NC,Emissions,Vehicle Emissions Inspections,https://www.ncdot.gov/dmv/title-registration/emissions-safety/Pages/emissions-inspection.aspx,"In North Carolina, most vehicles are required to undergo an annual safety inspection. In 19 of the state's 100 counties, an emissions inspection is also required.

### **Counties Requiring Emissions Inspections:**
The 19 counties that require emissions inspections are: Alamance, Buncombe, Cabarrus, Cumberland, Davidson, Durham, Forsyth, Franklin, Gaston, Guilford, Iredell, Johnston, Lincoln, Mecklenburg, New Hanover, Randolph, Rowan, Union, and Wake.

### **Vehicles Requiring Emissions Inspections:**
*   Gasoline-powered cars and light-duty trucks (less than 8,501 lbs. Gross Vehicle Weight Rating) that are model year 1996 or newer and registered in one of the 19 specified counties.
*   Hybrid and plug-in hybrid vehicles with a gasoline engine also require an emissions inspection if registered in an emissions county.

### **Exemptions from Emissions Inspections:**
Several types of vehicles are exempt from the emissions inspection requirement:
*   Vehicles that are 20 years old or older.
*   Diesel-powered vehicles.
*   Electric vehicles.
*   Vehicles registered as farm vehicles.
*   Vehicles with a Gross Vehicle Weight Rating (GVWR) greater than 8,500 pounds.
*   Newer vehicles (within the most recent three model years) with fewer than 70,000 miles on the odometer.
*   Antique vehicles (30 years old or older) with an antique automobile license plate are exempt from both safety and emissions inspections.

### **Future Changes:**
As of May/June 2026, the requirement for emissions testing is expected to be removed for 18 of the 19 counties, with Mecklenburg County being the only one to continue the program. This change is due to improvements in air quality. However, all counties will still require the annual safety inspection.

### **Out-of-State Vehicles:**
Out-of-state registered vehicles can be inspected in North Carolina. This is helpful for temporary residents like students or military personnel.",
ND,Emissions,Vehicle Emissions Testing,https://www.dmv.nd.gov/,"North Dakota does not require emissions testing or smog checks for passenger vehicles.

However, a general safety inspection is required for vehicles being registered in the state for the first time. This inspection covers various safety components of the vehicle, such as brakes, lights, horn, exhaust system, and tires. The state has not adopted California's more stringent vehicle emission regulations.

While the state's Department of Environmental Quality does require emissions testing for some sources of air pollution, this does not apply to personal vehicles.",
OH,Emissions,E-Check Information,https://www.epa.ohio.gov/divisions-and-offices/air-pollution-control/e-check/e-check-information,"In Ohio, vehicle emissions testing, known as E-Check, is required in seven counties to comply with the Clean Air Act. This program aims to control vehicle emissions and maintain national air quality standards.

### **Counties Requiring E-Check**
The following seven counties in Northeast Ohio require vehicle emissions testing:
*   Cuyahoga
*   Geauga
*   Lake
*   Lorain
*   Medina
*   Portage
*   Summit

### **Testing Frequency and Schedule**
Vehicles registered in these counties must be tested every two years. The testing schedule is based on the vehicle's model year:
*   **Even-numbered model years:** Tested in even-numbered calendar years.
*   **Odd-numbered model years:** Tested in odd-numbered calendar years.

### **Vehicle Requirements and Exemptions**
*   **Vehicles Requiring Testing:** Generally, gasoline and diesel-fueled vehicles, including hybrids, with a gross vehicle weight rating of 10,000 pounds or less, that are between four and 25 years old, must be tested.
*   **Exemptions:**
    *   New vehicles are exempt for the first four model years.
    *   Vehicles older than 25 years are permanently exempt.
    *   Commercial vehicles with a gross vehicle weight rating over 10,000 pounds are exempt.

### **Testing Process**
Most vehicles undergo an Onboard Diagnostics (OBDII) test, which is a computer scan of the vehicle's emissions system. Some older vehicles may require a tailpipe emissions test. For your convenience, there are 21 self-service kiosks available 24/7.

### **New Residents**
New residents moving into an E-Check county have a couple of options to comply with the requirements. They can either have their vehicle's VIN inspected at a local BMV before the emissions test or purchase a voucher at a testing station to get their registration before completing the inspection.

### **Potential Changes to the E-Check Program**
It is worth noting that there are ongoing discussions about ending the E-Check program. The state's budget includes a provision to eliminate the program, but it requires approval from the U.S. Environmental Protection Agency (EPA). If approved, the program would end immediately in all seven participating counties.",
OK,Emissions,Vehicle Emissions Testing,https://oklahoma.gov/service/sok/vehicle-registration.html,"Oklahoma does not currently have any vehicle emissions testing requirements. This means you are not required to get an emissions test to register your vehicle or renew your registration. The state of Oklahoma does not mandate safety inspections either.

However, there are a few exceptions and other points to consider:

*   **New Residents:** If you are a new resident of Oklahoma, your vehicle must pass a Vehicle Identification Number (VIN) inspection to be registered in the state. This is to ensure the vehicle is not stolen and rightfully belongs to you.
*   **Voluntary Inspections:** While not required, the state encourages vehicle owners to have voluntary safety and emissions inspections to ensure their vehicles are safe and to protect the environment.
*   **Tampering with Emissions Systems:** It is illegal to remove, disconnect, or disable any part of a vehicle's emissions control system.
*   **Law Enforcement Inspections:** Law enforcement officers in Oklahoma can stop and inspect a vehicle if they have reasonable cause to believe it is unsafe or not equipped as required by law.

Although the state does not require emissions testing, it does offer incentives for eco-friendly driving.",
OR,Emissions,Vehicle Emissions Testing,https://www.oregon.gov/deq/Vehicle-Inspection/Pages/default.aspx,"In Oregon, vehicle emissions testing is required in the Portland and Medford metropolitan areas to comply with the federal Clean Air Act. The Oregon Department of Environmental Quality (DEQ) oversees the program.

 ### **Testing Areas** 

 * **Portland Area:** Testing is required for vehicles registered in the Portland-metro area, which includes portions of Multnomah, Clackamas, and Washington counties. 
 * **Medford Area:** Testing is required for vehicles registered within the Medford-area DEQ boundaries. 

 ### **Vehicles Requiring Testing** 

 **Portland:** 
 * All 1975 and newer gasoline-powered cars, trucks, vans, motor homes, and buses. 
 * All 1975 and newer diesel-powered vehicles with a manufacturer's gross weight rating of 8,500 pounds or less. 
 * Hybrid vehicles and those that run on alternative fuels are also required to be tested. 

 **Medford:** 
 * All gasoline-powered cars, trucks, vans, motor homes, and buses that are 20 years old or less. 
 * All diesel-powered vehicles 20 years old or less with a manufacturer's gross weight rating of 8,500 pounds or less. 
 * Hybrid vehicles and those that run on alternative fuels are also required to be tested. 

 ### **Exemptions** 

 The following vehicles are exempt from testing in both the Portland and Medford areas: 
 * Newer model year vehicles. 
 * Vehicles legally registered outside of the VIP testing boundaries. 
 * Heavy-duty diesel vehicles. 
 * Motorcycles, mopeds, golf carts, tractors, and all-terrain vehicles. 
 * Fully electric vehicles. 

 ### **Testing Process** 

 The emissions test includes checking the vehicle's on-board diagnostic (OBD) system, a visual inspection of the emissions control components, and a gas cap test. If your vehicle is due for an inspection, you will receive a notice from the Oregon DMV or DEQ. You can get your vehicle tested at a DEQ Clean Air Station or a DEQ Too service provider. 

 ### **Fees** 

 As of late 2024, the fee for a certificate of compliance is $25 in the Portland area and $20 in the Medford area.",
PA,Emissions,Vehicle Emissions Inspection Program,https://www.drivecleanpa.state.pa.us/,"In Pennsylvania, vehicle emissions inspections are a key part of the state's plan to maintain clean air. The program is administered by the Pennsylvania Departments of Transportation (PennDOT) and Environmental Protection (DEP).

### Who Needs an Emissions Inspection?

Whether your vehicle requires an emissions inspection depends on the county in which it is registered. Generally, gasoline-powered cars, vans, and light-duty trucks with a model year of 1975 or newer, and a gross vehicle weight of 9,000 lbs. or less, registered in certain counties, must undergo an emissions test. Your vehicle registration card will indicate if an emissions inspection is required.

### Inspection Frequency and Types

The emissions inspection is required annually and is typically performed at the same time as your yearly safety inspection. The type of emissions test your vehicle requires depends on its age and weight:

*   **1996 and newer vehicles:** These vehicles typically require an On-Board Diagnostic (OBD) I/M check and a gas cap test.
*   **1975-1995 vehicles:** These vehicles generally require a visual anti-tampering check of emissions components and a gas cap test.
*   **1996 and newer vehicles (8,501-9,000 lbs. GVWR):** These vehicles require a two-speed idle emissions analyzer test, a gas cap test, and a visual anti-tampering check.

### Exemptions

Some vehicles are exempt from emissions testing, including:

*   Vehicles driven less than 5,000 miles in the 12 months preceding the inspection, provided they have been owned by the same person for at least a year.
*   New vehicles being registered for the first time with less than 5,000 miles on the odometer.
*   Motorcycles.
*   Electric vehicles.
*   Vehicles registered as classics, antiques, collectibles, street rods, or specially constructed.
*   Diesel-powered vehicles are not currently subject to emissions inspections in Pennsylvania.

### Failing an Inspection

If your vehicle fails the emissions test, you must have the necessary repairs made and the vehicle re-inspected. If the re-inspection is performed at the same location within 30 days, it is free of charge. In some cases, you may be able to obtain an emissions waiver if your vehicle has failed two OBD checks and you have spent at least $450 on qualifying repairs.",
RI,Emissions,Vehicle Safety and Emissions Inspections,https://www.dmv.ri.gov/inspections-emissions/,"In Rhode Island, most vehicles are subject to a safety and emissions inspection every two years. This is to ensure that vehicles on the road are safe and environmentally clean.

### Key Requirements:
*   **Vehicles Requiring Inspection:** Most gasoline and diesel-powered vehicles with a gross vehicle weight rating (GVWR) of 8,500 lbs or less are required to have a safety and emissions inspection every two years. This includes passenger cars and light-duty trucks.
*   **New Vehicles:** New vehicles are exempt from inspection for the first two years or 24,000 miles, whichever comes first.
*   **Used Vehicles:** When you buy a used car, it must have a valid Rhode Island inspection sticker. If purchased from a licensed Rhode Island dealer, the dealer is required to provide a new sticker at the time of sale. If you buy a used car from an out-of-state dealer or in a private sale, you must have it inspected within five days of registration.
*   **New Residents:** If you move to Rhode Island, you must register your vehicle within 30 days and have it pass a safety and emissions inspection within five days of registration.

### The Inspection Process:
The inspection includes both a safety check and an emissions test. The emissions test may be an onboard diagnostics (OBD) test or a tailpipe test, depending on the vehicle's age and type. The safety inspection includes checks of brakes, steering, suspension, and lights.

### Exemptions:
*   **Age:** Vehicles that are 25 years old or older are not failed if they do not pass the emissions test, but they still must undergo a safety inspection.
*   **Antique Vehicles:** Vehicles registered as antiques with antique license plates are exempt from both safety and emissions testing.
*   **Electric Vehicles:** Fully electric vehicles are exempt from the emissions inspection but are still required to pass a safety inspection every two years.

### Failing an Inspection:
If your vehicle fails the inspection,it must be repaired and re-inspected. If you spend $700 dollars or more on emissions-related repairs and the vehicle still doesn't pass you may be eligible for a waiver.",
SC,Emissions,Vehicle Emissions Testing,https://www.scdmvonline.com/,"South Carolina does not require emissions testing for vehicles. The state meets all of the federal government's air quality standards. While there is no mandatory emissions testing, vehicle owners can voluntarily have their vehicles tested.

Previously, South Carolina did require annual vehicle safety inspections, but this program was discontinued in 1995. There was an attempt to reinstate vehicle inspections in 2017-2018, but the bill did not pass.

Looking ahead, a bill was introduced in 2023 that would prohibit the sale of passenger motor vehicles manufactured after January 1, 2035, unless they produce zero emissions. The Department of Administration is analyzing the steps needed to comply with this and will submit a report to the General Assembly by the end of 2024.",
SD,Emissions,Vehicle Emissions Testing,https://dor.sd.gov/individuals/motor-vehicle/title-registration/,"The state of South Dakota does not have any vehicle emissions test requirements. This means that vehicles registered in South Dakota are not required to undergo smog checks or other emissions inspections. The state is noted to have good air quality.

While there are no mandatory emissions tests, there are some vehicle inspections required in specific cases:

*   **Reconstructed, assembled, or kit vehicles:** These require a comprehensive Level 1 inspection to ensure they are safe and roadworthy.
*   **Salvage or recovered stolen vehicles:** These need a Level 2 inspection to verify they are safe for the road.
*   **Commercial vehicles:** These are subject to various inspections,including safety,emissions,and weight and size checks.

Even though emissions testing is not required for most drivers the state offers incentives for environmentally friendly driving. Vehicle owners can voluntarily have their emissions tested.",
TN,Emissions,Vehicle Emissions Testing,https://www.tn.gov/environment/program-areas/apc-air-pollution-control/vehicle-inspection-program.html,"As of January 14, 2022, vehicle emissions testing is no longer required in Hamilton, Rutherford, Sumner, Williamson, and Wilson counties. However, Davidson County continues to require vehicle emissions testing.

For those in counties where testing is still required, here are the general requirements:

*   **Vehicles that require testing:** Gasoline and diesel vehicles weighing less than 10,500 lbs and manufactured in or after 1975 are subject to emissions testing. This includes salvaged, homemade, and rebuilt vehicles.
*   **Exemptions:** Motorcycles, vehicles with antique registrations, and vehicles made before 1975 are exempt from emissions testing. New vehicles are also exempt for their first registration.
*   **Testing Procedure:** The state uses an On-Board Diagnostic (OBDII) test for vehicles made in 1996 or later. To ensure you pass, make sure your Check Engine light is not on and that your vehicle has had its regularly scheduled maintenance.
*   **Out-of-State Exemptions:** If your vehicle is out of the testing area when your registration is due for renewal you may be able to apply for an exemption.",
TX,Emissions,Vehicle Emissions Testing,https://www.txdmv.gov/motorists/register-your-vehicle,"As of 2025, Texas has updated its vehicle inspection laws. Here's a breakdown of the current emissions requirements:

### **Safety Inspections**

As of January 1, 2025, most Texas drivers are no longer required to get an annual safety inspection for their non-commercial vehicles. Instead, a yearly fee of $7.50 is paid at the time of vehicle registration. For new cars, the initial fee is $16.75, which covers the first two years.

### **Emissions Testing**

While the statewide safety inspection is no longer required for most vehicles, emissions testing is still mandatory in 17 of the most populous counties. These counties are:

*   Brazoria
*   Collin
*   Dallas
*   Denton
*   El Paso
*   Ellis
*   Fort Bend
*   Galveston
*   Harris
*   Johnson
*   Kaufman
*   Montgomery
*   Parker
*   Rockwall
*   Tarrant
*   Travis
*   Williamson

Bexar County will also require emissions testing starting in 2026.

### **Vehicles Requiring Emissions Tests**

In the counties listed above, gasoline-powered vehicles that are between 2 and 24 years old must undergo an annual emissions test.

### **Exemptions from Emissions Testing**

The following vehicles are exempt from emissions testing:

*   Vehicles that are less than two years old.
*   Vehicles that are 25 years old or older.
*   Diesel-powered vehicles.
*   Motorcycles.
*   Electric and hybrid vehicles.

### **Types of Emissions Tests**

*   **On-Board Diagnostic (OBDII) Test:** This test is for vehicles made in or after 1996 and checks the vehicle's on-board computer system.
*   **Two-Speed Idle Test:** This test is for vehicles made in 1995 or earlier and measures emissions from the tailpipe while the vehicle is idling at two different speeds.

### **Waivers**

An individual vehicle waiver may be available for vehicle owners who have spent a certain amount on emissions-related repairs but are still unable to pass the emissions test. The specific amount is $600, or $450 in El Paso.",
UT,Emissions,Vehicle Emissions Testing,https://dmv.utah.gov/register/inspections,"In Utah, vehicle emissions testing is required in five of the state's 29 counties: Cache, Davis, Salt Lake, Utah, and Weber. While most safety inspections for personal vehicles were eliminated in 2018, emissions testing remains a requirement for registration in these counties.

### **General Requirements by County:**

*   **Salt Lake, Davis, and Weber Counties:**
    *   Vehicles less than six years old require an emissions test every two years.
    *   Vehicles with even-numbered model years are tested in even-numbered years, and those with odd-numbered model years are tested in odd-numbered years.
    *   Vehicles six years old and older require annual emissions inspections.
*   **Utah County:**
    *   Gasoline-powered vehicles follow similar rules to Salt Lake County, with vehicles under six years old needing a test every two years and older vehicles (newer than 1967) requiring annual testing.
    *   Diesel vehicles with model years from 1998 to 2020 require an annual emissions inspection.
*   **Cache County:**
    *   Vehicles six years old or newer do not require an emissions inspection.
    *   Vehicles older than six years (up to model year 1996) require a biennial emissions check.

### **Exemptions from Emissions Testing:**

Several vehicle types are exempt from emissions testing. These commonly include:
*   New vehicles for the first two model years.
*   Vehicles from model year 1967 or older.
*   Electric vehicles.
*   Motorcycles.
*   Farm vehicles and off-highway vehicles.
*   Vintage and custom vehicles.
*   Certain diesel vehicles, depending on the county and Gross Vehicle Weight Rating (GVWR).

### **Out-of-State Deferrals and Waivers:**

*   **Out-of-State Deferrals:** If your vehicle is temporarily located out of state for legitimate reasons like work or school, you may be eligible for an emissions deferral. If the vehicle is in a jurisdiction with emissions testing, you must have it tested there.
*   **Waivers:** In some cases, a vehicle that has failed at least two emissions inspections and has undergone emissions-related repairs may qualify for a waiver. These are handled on a case-by-case basis.

It is recommended to check with the specific county's vehicle emissions program for the most up-to-date and detailed information.",
